ticker,name,market,sector,sub_industry,market_cap_usd_b,turnaround_flag,legacy_v0_1_universe_role,legacy_v0_1_action,legacy_v0_1_reason,v0_3_universe_role,v0_3_action,v0_3_reason,candidate_track,gate3_recovery_required,gate3_recovery_status,gate3_continuation_status,gate3_final_status,ra_drawdown_from_52w_high_pct,ra_pass,rb_rebound_from_6m_low_pct,rb_pass,rc_ma50,rc_ma200,rc_pass,rd_avg_volume_1m,rd_avg_volume_6m,rd_pass,ca_drawdown_from_52w_high_pct,ca_pass,cb_pass,cc_1m_return_pct,cc_pass,cd_avg_volume_1m,cd_avg_volume_3m,cd_pass,ce_gate2_full_pass,ce_pass,price_data_source,price_data_asof,as_of_date,gate3_missing_data_notes,compatibility_notes
FOXA,Fox Corporation Class A,US,Communication Services,Media,27.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.9666,N,20.9904,Y,62.3074,63.4612,Y,2887580.95,3618811.11,N,-13.9666,Y,N,2.5368,N,2887580.95,3451047.62,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
FICO,Fair Isaac Corporation,US,Information Technology,Software,27.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-33.6384,Y,38.6071,Y,1083.2626,1445.3086,N,364919.05,323804.76,Y,-33.6384,N,N,26.1030,Y,364919.05,382968.25,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
IR,Ingersoll Rand Inc.,US,Industrials,Machinery,27.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-28.1491,Y,3.5308,N,79.2148,81.9105,N,4005580.95,3524409.52,Y,-28.1491,N,N,-15.5339,N,4005580.95,3537203.17,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
OTIS,Otis Worldwide Corporation,US,Industrials,Machinery,27.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-28.9700,Y,1.1982,N,77.0650,86.1481,N,3988138.10,3560249.21,Y,-28.9700,N,N,-7.3438,N,3988138.10,3818566.67,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CNP,CenterPoint Energy Inc.,US,Utilities,Multi-Utilities,27.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.4241,N,15.3764,Y,42.7698,40.2729,Y,5282938.10,5085707.14,Y,-2.4241,N,Y,0.4197,N,5282938.10,4866136.51,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
WRB,W. R. Berkley Corporation,US,Financials,Insurance,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-16.7856,N,1.2405,N,66.4958,70.6471,N,1866366.67,2466244.44,N,-16.7856,N,N,-1.3746,N,1866366.67,2107282.54,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TPL,Texas Pacific Land Corporation,US,Energy,Oil Gas & Consumable Fuels,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-24.7689,Y,48.4446,Y,439.9538,365.0214,Y,385361.90,478624.60,N,-24.7689,N,Y,-7.0520,N,385361.90,470919.05,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TPR,Tapestry Inc.,US,Consumer Discretionary,Textiles & Apparel,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.4962,N,31.3559,Y,142.2192,126.6424,Y,2611538.10,2363123.81,Y,-13.4962,Y,Y,-5.2161,N,2611538.10,2132266.67,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
NRG,NRG Energy Inc.,US,Utilities,Independent Power Producers,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-25.0122,Y,11.5512,N,149.6986,158.0568,N,2838171.43,2448329.37,Y,-25.0122,N,N,-13.8308,N,2838171.43,2947490.48,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
EIX,Edison International,US,Utilities,Electric Utilities,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.4867,N,27.8958,Y,70.9312,62.6781,Y,2771209.52,3157983.33,N,-5.4867,Y,Y,4.5063,Y,2771209.52,3090458.73,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ROL,Rollins Inc.,US,Industrials,Commercial Services,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-23.2012,Y,0.0000,N,54.1200,57.7957,N,2868061.90,2877542.86,N,-23.2012,N,N,-9.9875,N,2868061.90,2916003.17,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PPL,PPL Corporation,US,Utilities,Electric Utilities,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-9.9724,N,7.7571,N,37.6092,36.6705,Y,9131461.90,8139998.41,Y,-9.9724,Y,Y,-7.4858,N,9131461.90,7936038.10,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
FOX,Fox Corporation Class B,US,Communication Services,Media,26.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.4888,N,18.1378,Y,55.9911,57.1414,N,925028.57,1532442.06,N,-13.4888,Y,N,2.6261,N,925028.57,1471512.70,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CINF,Cincinnati Financial Corporation,US,Financials,Insurance,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.6241,N,6.0255,N,162.6472,161.1100,Y,628357.14,696903.97,N,-5.6241,Y,Y,-1.6300,N,628357.14,744884.13,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AVB,AvalonBay Communities Inc.,US,Real Estate,Residential REITs,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.8222,N,15.8075,Y,175.0314,180.7359,N,1154028.57,1079757.14,Y,-10.8222,Y,N,6.8568,Y,1154028.57,1049984.13,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CFG,Citizens Financial Group Inc.,US,Financials,Banks,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-7.3987,N,19.4923,Y,62.2734,57.5392,Y,3656419.05,4869544.44,N,-7.3987,Y,Y,-2.6243,N,3656419.05,4648460.32,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
EXPE,Expedia Group Inc.,US,Consumer Discretionary,Hotels Restaurants,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-24.8083,Y,20.1846,Y,237.0270,239.0163,N,1781571.43,2176142.86,N,-24.8083,N,N,-7.6095,N,1781571.43,1988131.75,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
XYL,Xylem Inc.,US,Industrials,Machinery,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-28.0157,Y,3.5358,N,118.2584,134.5552,N,2062076.19,1872335.71,Y,-28.0157,N,N,-10.8574,N,2062076.19,2178188.89,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
FE,FirstEnergy Corp.,US,Utilities,Electric Utilities,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-9.8825,N,6.7549,N,48.3676,46.7013,Y,6167923.81,4829674.60,Y,-9.8825,Y,Y,-5.3803,N,6167923.81,4873128.57,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ES,Eversource Energy,US,Utilities,Electric Utilities,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-8.6472,N,6.0957,N,68.8676,69.2660,Y,2424385.71,2461353.17,N,-8.6472,Y,N,1.3097,N,2424385.71,2365790.48,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
STZ,Constellation Brands Inc.,US,Consumer Staples,Beverages,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-22.6938,Y,8.7881,N,152.5696,147.8180,Y,1914180.95,2298623.81,N,-22.6938,N,Y,-7.3253,N,1914180.95,1976860.32,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
EQR,Equity Residential,US,Real Estate,Residential REITs,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-5.0449,N,14.9189,N,62.6430,62.5324,Y,2963519.05,2585506.35,Y,-5.0449,Y,Y,6.9159,Y,2963519.05,2602695.24,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
DXCM,DexCom Inc.,US,Health Care,Health Care Equipment,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-21.5235,Y,22.0639,Y,63.6916,67.8889,N,7199019.05,5179361.11,Y,-21.5235,N,N,14.4113,Y,7199019.05,5100860.32,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
FSLR,First Solar Inc.,US,Information Technology,Semiconductors,25.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-3.8371,N,48.1700,Y,208.6102,226.4302,N,2753590.48,2290480.16,Y,-3.8371,Y,N,38.5811,Y,2753590.48,2247633.33,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
HUBB,Hubbell Incorporated,US,Industrials,Electrical Equipment,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.1935,N,14.1884,N,504.9470,467.8504,Y,751284.43,550027.52,Y,-13.1935,Y,Y,-12.8012,N,751284.43,607557.29,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
JBHT,J.B. Hunt Transport Services Inc.,US,Industrials,Ground Transportation,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,62.5383,Y,234.6620,192.6165,Y,945923.81,1040514.29,N,0.0000,N,Y,8.2787,Y,945923.81,956855.56,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AWK,American Water Works Company Inc.,US,Utilities,Water Utilities,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-15.7959,N,1.1605,N,131.3584,133.7254,N,1757557.14,1837272.22,N,-15.7959,N,N,-6.1989,N,1757557.14,1848677.78,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CTSH,Cognizant Technology Solutions Corporation,US,Information Technology,IT Services,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-38.6851,Y,15.6406,Y,56.3316,69.0852,N,8449652.38,6386313.49,Y,-38.6851,N,N,-2.6908,N,8449652.38,6928892.06,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
WTW,Willis Towers Watson Public Limited Company,US,Financials,Insurance,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-27.4026,Y,4.9232,N,276.3754,311.6471,N,950233.33,755946.03,Y,-27.4026,N,N,-12.2002,N,950233.33,711855.56,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
BG,Bunge Global SA,US,Consumer Staples,Food Products,24.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-7.0563,N,36.8492,Y,124.4722,103.9697,Y,1665928.57,1633958.73,Y,-7.0563,Y,Y,-2.3057,N,1665928.57,1742192.06,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
LYB,LyondellBasell Industries N.V.,US,Materials,Chemicals,23.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-17.8563,N,60.0520,Y,73.8460,56.4585,Y,5530366.67,6979647.62,N,-17.8563,N,Y,-4.7170,N,5530366.67,7785033.33,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
SYF,Synchrony Financial,US,Financials,Consumer Finance,23.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-18.5148,N,13.0292,N,71.8462,74.3209,N,3812442.86,4082907.94,N,-18.5148,N,N,-6.0717,N,3812442.86,3908039.68,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
